project,commit_id,author_ts,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,label_oracle,label_BSZZ,label_AGSZZ,label_MASZZ,label_LSZZ,label_RSZZ,label_RASZZ,fix_ts_AGSZZ,fix_ts_BSZZ,fix_ts_LSZZ,fix_ts_MASZZ,fix_ts_RASZZ,fix_ts_RSZZ,fix_ts
commons-configuration,568c9e4a02f47b8bf9a9dd746ea58cd91b40ce7c,1122737281.0,1,2,4,1.5082629421098774,93,10,879.25,1,3,42.198260995370376,82,39.0,30.027242511959283,39.0,1,1,0,1,0,0,0,,1245641558.0,,1245641558.0,,,1245641558.0
commons-configuration,02f668187000fc39100226e6a113e0d2a5b919c4,1122993800.0,1,3,13,3.398446427267535,3409,0,62.15384615384615,0,3,0.4586894586894586,22,118.0,64.81967521021515,118.0,1,1,0,0,0,0,0,,1122994695.0,,,,,1122994695.0
commons-configuration,0ad03d786e663d104e20704690aac5b65252efc6,1122994695.0,1,1,1,0.0,2,2,526.0,1,3,0.0103587962962962,1,119.0,65.8186014999528,119.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,ac301177d363629f82d8d19c2da376f4819fd6b6,1122997555.0,1,2,2,0.9209394481940656,78,47,893.5,1,3,4.436822916666667,34,120.0,66.81507999094705,120.0,0,1,0,0,0,0,0,,1324845136.0,,,,,1324845136.0
commons-configuration,dccae903849d898436d62caccf42c8eb3e4f68a0,1123342514.0,1,2,2,0.9293636260137188,26,3,763.0,0,3,7.005011574074074,58,40.0,30.55423720629566,40.0,0,1,0,0,0,0,0,,1396727174.0,,,,,1396727174.0
commons-configuration,f868a81dbfb7e7f1a8ecf60bf727c240ca902403,1123435156.0,1,2,2,0.9466474387740496,72,2,774.5,0,3,1.0722453703703705,60,41.0,31.48022114441327,41.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,252865b1d459185249669686f17787880f357589,1123923718.0,1,1,2,1.0,2,2,219.5,1,3,10.762939814814814,2,42.0,32.08050418952856,42.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,df169c8f5bdb19e40dff95899d2be038b40593e6,1124468191.0,1,2,2,0.3576467062456332,57,2,422.5,1,3,51.44716435185185,15,43.0,32.62990205338529,43.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,36bc1584500da7fb876211d26cfb4f2c0420f88c,1124469010.0,1,1,1,0.0,110,0,414.0,0,3,17.030729166666667,13,44.0,33.629207855265335,44.0,0,1,0,0,0,0,0,,1324845136.0,,,,,1324845136.0
commons-configuration,97e542e3afed5e1045b64c983ebb428448e78d44,1124557072.0,1,1,1,0.0,6,0,498.0,1,3,29.987152777777776,18,45.0,34.55195312943166,45.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,fee51bdad0227e23aaac1a6849fc664ef5fbae21,1124557253.0,1,2,2,0.3424637724817959,152,36,809.5,0,3,12.987233796296296,62,46.0,35.55178897059013,46.0,0,1,1,1,0,0,1,1144603837.0,1144603837.0,,1144603837.0,1144603837.0,,1144603837.0
commons-configuration,4201f28160bb6d6b36e2c9d26e71625f053d3790,1124561896.0,1,2,4,1.6293362838897112,48,3,915.75,1,3,4.822086226851852,101,47.0,36.54743130876594,47.0,1,1,0,0,0,0,0,,1264263047.0,,,,,1264263047.0
commons-configuration,af17df840cd2b7c4424b30f0e474a45e7add0173,1124644381.0,1,2,2,0.9182958340544896,46,14,585.5,1,3,22.08542824074074,46,48.0,37.467585746861324,48.0,0,1,0,0,0,0,0,,1324758645.0,,,,,1324758645.0
commons-configuration,5ab8cca9564e25aa413a2fc50a1b0a529b246cc6,1124734320.0,1,1,1,0.0,1,1,675.0,0,3,3.0801967592592594,11,49.0,38.37808079491281,49.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,c7b5a868ea42d16027634fd3138bdc86b3d729bc,1124881703.0,1,2,2,0.8997437586982626,35,3,105.5,1,3,178.92481481481482,8,121.0,65.52084884814333,121.0,0,1,0,0,0,0,0,,1324589576.0,,,,,1324589576.0
commons-configuration,39bec3fa0887be50c1ec7a65919cf804b98b197d,1124882127.0,1,1,1,0.0,18,39,174.0,0,3,178.9297222222222,11,122.0,66.52033758991003,122.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,4f408815fc9404dd7ff3c8841e3b8043d2fff986,1124883484.0,1,2,2,0.5225593745369408,3,14,515.0,1,3,12.81945023148148,21,123.0,67.51865835022242,123.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,9e7998f006ef4721aee38edddf77dd0a77122290,1125158356.0,1,2,2,0.8756633923230397,43,1,594.0,0,3,31.07380787037037,52,50.0,38.94856821084748,50.0,0,1,0,0,0,0,0,,1364156142.0,,,,,1364156142.0
commons-configuration,571ad8f8be037f02644b16a08d4cbd1912aac7e2,1125513944.0,1,2,2,0.9456603046006402,7,4,813.5,0,3,163.0325,54,53.0,41.56824389956811,53.0,0,1,1,1,0,0,1,1149191573.0,1149191573.0,,1149191573.0,1149191573.0,,1149191573.0
commons-configuration,bf6638251bc1052b152c00d28af67883305114e9,1125933538.0,1,2,2,0.6631968402398287,57,1,602.5,1,3,38.87883101851852,32,125.0,68.1990329848257,125.0,0,1,0,0,0,0,0,,1324844233.0,,,,,1324844233.0
commons-configuration,a6f36d12f70b995cf97c9e100b07138173468743,1126773985.0,1,1,1,0.0,11,0,426.0,1,3,200.82622685185183,25,126.0,68.14066642643562,126.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,74122157336f20ea41143173997df99c707bc3cd,1127083239.0,1,1,1,0.0,11,1,824.0,1,3,18.55553240740741,29,127.0,68.7502278196649,127.0,1,0,0,0,0,0,0,,,,,,,
commons-configuration,063f42dcf66bc99f5fcb26978987815eda0cd439,1127670884.0,1,1,1,0.0,15,0,684.0,0,3,35.98365740740741,31,54.0,40.30955839062519,54.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,292a648458d904363121189f1c6bd1c25fe3b67b,1127754928.0,1,4,6,1.125371143370974,233,476,535.3333333333334,0,3,150.09892746913582,87,128.0,68.89752481342052,128.0,1,1,1,1,0,0,1,1177548017.0,1131988188.0,,1131988188.0,1131988188.0,,1131988188.0
commons-configuration,b5e1ec7dacc451bc92441d310f85d1a87d955c7a,1127826383.0,1,2,4,1.7169064253958504,264,97,1504.25,0,3,106.91689236111112,65,129.0,69.80587805543584,129.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,4faf54d524fa3c4239a547f48813acdb4346ac92,1128032656.0,1,2,8,2.6112806475804606,183,301,330.875,0,3,42.00843605324074,12,130.0,70.5362759594947,130.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,f07be667fceb6ad491340ee6c06b4e11c6c07222,1128363174.0,1,1,4,1.3450853287493505,63,58,508.0,0,3,67.11736400462964,86,55.0,40.61461620525151,55.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,51322ec94e168a4697790f325d1842875d317d22,1128540975.0,1,1,7,2.129779195781424,205,110,568.1428571428571,0,3,90.47852182539684,125,56.0,41.43440292923748,56.0,0,1,1,1,0,0,0,1154030553.0,1144684428.0,,1396727174.0,,,1144684428.0
commons-configuration,c6bcacb9dd55d327f83030d33355c609c10cf494,1128882432.0,1,1,9,2.715817505972056,310,169,737.5555555555555,0,3,93.93175540123455,120,57.0,42.082081109872725,57.0,1,1,1,0,0,0,0,1149191573.0,1149191573.0,,,,,1149191573.0
commons-configuration,0a233ae16ade7e1a4a8c285321f1cffd098101d1,1128964925.0,1,2,2,0.4394969869215134,12,10,637.5,1,3,22.50614583333333,57,131.0,70.31641402195356,131.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,97a1866570dddcb048f1b4dd61ae4f2484653a02,1128971835.0,1,1,2,0.9927744539878084,16,4,240.0,0,3,120.1744386574074,14,58.0,42.98800230976211,58.0,0,1,0,1,0,1,1,,1131988188.0,,1131988188.0,1131988188.0,1131988188.0,1131988188.0
commons-configuration,033b2bf04d4b9731ec85467d3636015657b00411,1128972406.0,1,1,2,0.884963636383153,22,11,113.5,0,3,134.65715277777778,8,59.0,43.98738470515818,59.0,1,0,0,0,0,0,0,,,,,,,
commons-configuration,00c50167edf21b63635616a0c7e4fd17ec879cdb,1129143703.0,1,1,6,2.5048650651481834,104,178,85.16666666666667,0,4,190.2112654320988,30,60.0,44.79751038705726,60.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,105a049bc702227442201006e1cd365fa8705c37,1129991083.0,1,1,1,0.0,1,1,72.0,0,3,238.06115740740745,3,61.0,44.85592698007687,61.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,45d5b6dd5ef70da7df119137ba2f34a7aea26bb6,1130525499.0,1,2,2,0.4689955935892812,40,0,898.0,0,3,26.02825231481481,68,62.0,45.2657415680154,62.0,0,1,1,1,0,1,1,1144603837.0,1144603837.0,,1144603837.0,1144603837.0,1144603837.0,1144603837.0
commons-configuration,53de2ef51d941f0b97887eaf968f1be7922b49a0,1131051193.0,1,2,4,1.996387226993904,5,35,412.25,0,3,64.1639699074074,89,63.0,45.68391601950248,63.0,0,1,1,1,1,1,1,1131727614.0,1131727614.0,1131727614.0,1131727614.0,1131727614.0,1131727614.0,1131727614.0
commons-configuration,4e4fd11a1bdd0ffa4a32584e51560bbdc5d3373d,1131208557.0,1,1,2,0.8889250162790843,104,242,684.0,0,3,51.4919849537037,38,64.0,46.50771589340933,64.0,1,0,1,1,1,0,1,1154184751.0,,1154184751.0,1154184751.0,1154184751.0,,1154184751.0
commons-configuration,9dfe51c45bebb13ebe5b0b2860726cf04c119d0e,1131217120.0,1,2,2,0.9839393951635756,43,4,633.0,0,3,13.993761574074076,60,65.0,47.49789595248376,65.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,da879024e27a17983dc681db24d7ac20c31b9809,1131303459.0,1,2,2,1.0,33,5,615.5,0,3,14.510219907407407,53,66.0,48.39638762722335,66.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,3faf91612fe048c803e347b043fa5df79fcc3a4b,1131727614.0,1,1,1,0.0,2,2,136.0,1,3,7.828946759259259,6,69.0,50.87722856058543,69.0,0,1,0,0,0,0,0,,1288451996.0,,,,,1288451996.0
commons-configuration,4eaedc74cd8656253d1f7ad01f8d932c76b55db2,1131988188.0,1,2,2,0.6619760641115652,36,28,246.5,1,3,35.42887152777777,19,70.0,51.54752747276675,70.0,1,1,1,1,0,1,1,1162239770.0,1162239770.0,,1162239770.0,1162239770.0,1162239770.0,1162239770.0
commons-configuration,2c08742e0370e31fe6efb94cba5086f71d4425bf,1132692057.0,1,2,10,3.0834619749347896,2766,2766,276.6,0,3,72.06770717592592,20,72.0,52.65088602437983,72.0,0,1,0,0,0,0,0,,1133838627.0,,,,,1133838627.0
commons-configuration,abe21f1547b54ff82ed13d6057ef29343e167dd0,1133770980.0,1,1,1,0.0,7,5,695.0,0,3,56.580416666666665,7,132.0,65.54690105291161,132.0,0,1,1,1,1,1,1,1133831593.0,1133831593.0,1133831593.0,1133831593.0,1133831593.0,1133831593.0,1133831593.0
commons-configuration,9827f79ab40775511b5eb9e1385f26fe72934c47,1133771033.0,1,2,3,0.9055872616982604,15,15,413.0,0,3,23.57702546296296,51,133.0,66.5468412850042,133.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,9ec89325f1805f253c0bea9534b2285238b3f38c,1133831593.0,1,1,1,0.0,1,1,697.0,1,3,0.7015393518518519,8,134.0,67.47670722188296,134.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,ba56170cdef32565fbab23e81ee88d58dea918c2,1133838627.0,1,2,6,2.095862825257369,123,40,598.5,1,3,15.260059799382718,102,135.0,68.46834849749604,135.0,0,1,0,0,0,0,0,,1203338239.0,,,,,1203338239.0
commons-configuration,ddbb09365e83bffc4e92ccb8187275f231d0d6a9,1134590347.0,1,2,2,0.1914332548141934,24,10,641.5,1,3,66.71593171296297,37,74.0,52.256749113028285,74.0,0,1,0,0,0,0,1,,1176720042.0,,,1176720042.0,,1176720042.0
commons-configuration,d0eaa87938c64b151f93743d544c779eadcc7976,1135801217.0,1,2,4,1.6672668894551772,1522,0,0.0,0,1,0.0,0,75.0,51.78452341333814,75.0,0,1,1,1,1,1,1,1229463869.0,1229463869.0,1325277729.0,1229463869.0,1229463869.0,1325277729.0,1229463869.0
commons-configuration,c8fe369e7ce573b7f326f3edd31e4d28b3d0196d,1135801399.0,1,2,2,0.9629004147713268,22,9,451.0,1,3,107.60203703703704,19,76.0,52.78430269751789,76.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,6ac1025e694527692d839116aba02b684d845019,1135801521.0,1,2,4,0.6313071839125663,91,332,660.5,0,3,173.97758101851855,77,77.0,53.78415087764756,77.0,0,1,0,1,0,0,1,,1396727174.0,,1396727174.0,1397506123.0,,1396727174.0
commons-configuration,e1265dfef806db233ead4f3ab360352761346b2a,1136217411.0,1,3,14,3.021002674394726,250,60,436.7857142857143,0,4,61.96348214285714,264,78.0,54.258714314009886,78.0,1,1,0,1,1,0,0,,1144603837.0,1245641558.0,1245641558.0,,,1144603837.0
commons-configuration,03b05ba606ed4cc89004ac49c185645f628e9ea2,1136395555.0,1,2,3,1.4927825996028234,367,0,0.0,0,1,0.0,0,79.0,55.03122082397541,79.0,0,1,1,1,1,1,1,1325344562.0,1325344562.0,1325344562.0,1325344562.0,1325344562.0,1325344562.0,1325344562.0
commons-configuration,7b47fd531ba4036acfa73ca7010aa9da4c27ebe5,1136395835.0,1,2,4,1.9589476617494128,2406,0,0.0,0,1,0.0,0,80.0,56.03085591382607,80.0,1,1,1,1,1,0,1,1325278487.0,1325278487.0,1325278487.0,1325278487.0,1325278487.0,,1325278487.0
commons-configuration,940be1fef51d0e25ec202493803b3ab227cde3cf,1136475260.0,1,3,3,1.2157470092610942,364,200,578.0,0,4,46.95684027777778,43,81.0,56.92503252613815,81.0,1,1,1,1,1,1,1,1194556461.0,1194556461.0,1194556461.0,1194556461.0,1194556461.0,1194556461.0,1194556461.0
commons-configuration,29a9cafa91696cf42cdae8edc50d205a84c719ed,1137349606.0,1,2,12,3.358035159635476,2400,0,0.0,0,1,0.0,0,82.0,56.75958287867489,82.0,1,1,1,1,1,1,1,1161444225.0,1161444225.0,1161444225.0,1161444225.0,1161444225.0,1161444225.0,1161444225.0
commons-configuration,a5d6efc3a0601cf617fb90b84c5b01fd5119419c,1137526678.0,1,1,1,0.0,3,12,950.0,0,4,15.153553240740742,41,83.0,57.52389680357757,83.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,f42952f8aad267b98e55b5d1371ed09e2201b21b,1137862464.0,1,2,2,0.9654741814567688,514,0,0.0,0,1,0.0,0,84.0,58.07188633653059,84.0,1,1,1,1,1,0,1,1236536792.0,1236536792.0,1236536792.0,1236536792.0,1236536792.0,,1236536792.0
commons-configuration,f67ec4b522f6a69c1d07d297b2a85b9a7c25c305,1137955463.0,1,2,4,1.3288835873761475,250,50,587.75,0,4,9.10417824074074,47,85.0,58.94504271424102,85.0,1,1,0,0,0,0,0,,1324845136.0,,,,,1324845136.0
commons-configuration,7b9ca0b0e80c3dc156025acdcb82ed476e3dc7fa,1140034354.0,1,1,2,0.9819407868640976,171,0,0.0,0,1,0.0,0,86.0,57.1888906256434,86.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,3e72c5c199350eb5a91d0429610ec52958e00af2,1140034644.0,1,2,6,2.366515614156808,1717,0,0.0,0,1,0.0,0,87.0,58.18851536490917,87.0,1,1,1,1,1,1,1,1188316609.0,1188316609.0,1188316609.0,1188316609.0,1188316609.0,1254772974.0,1188316609.0
commons-configuration,69baa7e4df77f42041da9f1d794b14f3df5217f0,1140637400.0,1,2,3,1.5679824232658974,222,83,624.0,0,4,163.7097337962963,53,88.0,58.40055071248122,88.0,0,1,0,0,0,0,0,,1325019575.0,,,,,1325019575.0
commons-configuration,79b2eb161db3d477079c8084ba05ed29ce32d795,1140639404.0,1,2,2,0.8561146277685723,62,20,299.0,0,1,6.999537037037037,2,89.0,59.39790392913786,89.0,0,1,1,1,0,0,0,1325191056.0,1325191056.0,,1325191056.0,,,1325191056.0
commons-configuration,be62fbb682507df7263723f03e1d9be05d3db6b2,1140726240.0,1,1,1,0.0,4,71,876.0,0,3,141.03315972222222,25,90.0,60.28070568345346,90.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,9751014fabddb7806fed5540da6dc29b7287ebd2,1140774834.0,1,2,6,2.2689784275875544,71,12,252.8333333333333,0,1,7.400983796296295,7,91.0,61.21378981137162,91.0,0,1,1,1,0,0,0,1325191056.0,1325107703.0,,1325191056.0,,,1325107703.0
commons-configuration,3fddc933e70b69692ec8edba16d9a38bb994c40b,1140979728.0,1,1,1,0.0,1,1,314.0,0,1,3.938935185185185,2,92.0,61.92686384408739,92.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,6c51782fc09ed473639424a296dbf279341a961c,1140980269.0,1,2,2,0.9221407871757096,1284,0,0.0,0,1,0.0,0,93.0,62.926092768405695,93.0,1,1,1,1,1,0,1,1165439497.0,1165439497.0,1165439497.0,1165439497.0,1165439497.0,,1165439497.0
commons-configuration,56a5eb6e24a38b8a0a90e0eeebccc672bcb7c928,1141935778.0,1,2,3,1.5729658442483654,84,40,0.0,0,1,0.0,0,94.0,62.56507618149956,94.0,0,1,1,1,0,0,0,1298062000.0,1298062000.0,,1298062000.0,,,1298062000.0
commons-configuration,46d2c68893529578e8d226d2d8f98d97f36bc034,1143213502.0,1,2,2,0.9842399889605548,53,8,385.0,1,3,262.0703819444444,42,137.0,60.55033829792362,137.0,0,1,0,0,0,0,1,,1324757850.0,,,1165084993.0,,1165084993.0
commons-configuration,85617629f0d3420c0e1e819d72790d569b7d1f1c,1144603837.0,1,2,2,0.93187091710398,154,10,842.5,1,4,89.48833912037037,77,95.0,59.98905699088717,95.0,0,1,1,1,0,0,1,1396727234.0,1396727174.0,,1396727234.0,1396727234.0,,1396727174.0
commons-configuration,66ec67322c6e78c265871d99281c2f43dde3ac0d,1144605577.0,1,1,2,0.9765382296582332,66,73,121.5,0,3,254.55459490740745,12,96.0,60.986806921734974,96.0,0,1,1,1,0,0,1,1154184751.0,1154184751.0,,1154184751.0,1154184751.0,,1154184751.0
commons-configuration,a6d22a60896474d68f7c3a31204fe1080e5e50db,1144684428.0,1,2,2,0.9871377743721864,24,6,346.5,1,3,262.57307291666666,32,97.0,61.88252947612825,97.0,0,1,0,0,0,0,0,,1150922224.0,,,,,1150922224.0
commons-configuration,1fd9fc959df2fc0f6e129c3a8d91f4717e676775,1145120008.0,1,3,5,1.0556855388791786,183,45,561.6,0,4,87.90965509259259,52,98.0,62.299440921899134,98.0,1,1,0,0,0,0,0,,1324845136.0,,,,,1324845136.0
commons-configuration,ef7b2bbbd845d49b6070b0c557f38ffad9b1edd4,1145208550.0,1,1,4,1.9500987357641504,587,0,0.0,0,1,0.0,0,99.0,63.17950218071606,99.0,0,1,1,1,0,0,1,1154031434.0,1154031434.0,,1154031434.0,1154031434.0,,1154031434.0
commons-configuration,7318ae002023eb6c81a6449c134b41da21bd0e74,1145208722.0,1,1,4,1.965343061898347,526,0,0.0,0,1,0.0,0,100.0,64.17926420189215,100.0,0,1,0,1,0,0,1,,1325276350.0,,1325276350.0,1325276350.0,,1325276350.0
commons-configuration,4b39bc80b9b73da41de39bb34426d4ee4f451165,1145210062.0,1,1,3,1.3463098739189592,386,0,0.0,0,1,0.0,0,101.0,65.17736775527973,101.0,0,1,1,1,1,1,1,1177503781.0,1177503781.0,1327267861.0,1177503781.0,1177503781.0,1327267861.0,1177503781.0
commons-configuration,b7599a99a9f2a0d7b24bdafe3d1df1d17022e3f6,1145210155.0,1,1,6,1.912313763223443,200,24,636.1666666666666,0,4,110.18823302469134,121,102.0,66.17723319155051,102.0,0,1,1,1,0,0,1,1154184751.0,1154184751.0,,1154184751.0,1154184751.0,,1154184751.0
commons-configuration,b854d97e8e080454bce8c1328d857e4ebb4bfcc8,1145210208.0,1,1,7,2.430350161802036,849,0,0.0,0,1,0.0,0,103.0,67.17715482433698,103.0,0,1,1,1,1,0,1,1325192107.0,1325192107.0,1325192107.0,1325192107.0,1325192107.0,,1325192107.0
commons-configuration,5be4a2ae3f35fce17bb851dd0a8c1e1bcd6c48a2,1145297479.0,1,2,2,0.6373874992221911,31,0,914.5,0,4,8.028263888888889,79,104.0,68.04561617141798,104.0,0,1,0,0,0,0,0,,1396727174.0,,,,,1396727174.0
commons-configuration,c4811a7d97c023939bd49810a16e3e46c8e4d65c,1145817061.0,1,2,2,0.9709505944546686,75,0,355.5,0,3,13.10917824074074,34,105.0,68.25727355609664,105.0,1,1,0,0,0,0,0,,1324759685.0,,,,,1324759685.0
commons-configuration,e5039a29450e869213e50e0b65b0be96112821e7,1146049550.0,1,2,2,0.9828213373393369,922,0,0.0,0,1,0.0,0,106.0,68.90335459092618,106.0,1,1,0,1,1,0,1,,1254090496.0,1324756981.0,1324756981.0,1324756981.0,,1254090496.0
commons-configuration,48280ad7b127de5f848abfefefa35e07375cc215,1146049863.0,1,2,2,0.9296652346988914,308,115,0.0,0,1,47.61672453703704,2,107.0,69.90287077128727,107.0,0,1,1,1,0,1,1,1165439497.0,1165439497.0,,1165439497.0,1165439497.0,1165694326.0,1165439497.0
commons-configuration,3c6112ae9b43bd33897409d026f12c53c0dfa9fa,1146413991.0,1,4,4,1.6998376192450952,155,23,212.75,0,1,34.14836805555555,10,108.0,70.33337956979938,108.0,1,1,1,1,0,0,0,1325191056.0,1325191056.0,,1325191056.0,,,1325191056.0
commons-configuration,56ef1bdae8d8233ea8273914f4736e7275f9f1a0,1146927954.0,1,2,2,0.9724993184989366,125,24,118.0,0,1,5.948645833333333,6,109.0,70.52983981787924,109.0,0,1,1,1,0,1,1,1165439497.0,1165439497.0,,1165439497.0,1165439497.0,1188316609.0,1165439497.0
commons-configuration,b7ecc0fe29faa86a20f019771197b4362a5c322f,1148932159.0,1,1,1,0.0,1,1,2051.0,1,3,244.2798148148148,4,110.0,68.51169085372426,110.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,7d582ef08f84f2ef7caf8fc18a1831d5de0eb91f,1149191573.0,1,2,3,1.1653738537843332,209,150,573.0,1,4,148.43185185185186,40,111.0,69.13245191955083,111.0,0,1,1,1,1,0,1,1177503781.0,1177503781.0,1319206868.0,1177503781.0,1177503781.0,,1177503781.0
commons-configuration,599a1a5797272723adc0a089ab591ff2ba256317,1149439601.0,1,2,2,0.8764579311590106,71,108,269.5,0,4,49.99528935185185,6,112.0,69.76613016538606,112.0,1,1,1,1,0,0,1,1325020499.0,1325020499.0,,1325020499.0,1325020499.0,,1325020499.0
commons-configuration,c64cb3358ca8c4ef6934f57f84ea7ac6ea5a0883,1149797489.0,1,4,6,1.58621370638546,169,115,440.6666666666667,0,4,33.66375,52,113.0,70.2334247002166,113.0,1,1,1,1,0,1,1,1154184751.0,1154184751.0,,1154184751.0,1154184751.0,1154184751.0,1154184751.0
commons-configuration,e635cd103e1d4659aebd31e6f9ff804339676108,1150922224.0,1,2,3,1.3102694213240318,46,7,625.0,1,4,104.74193287037038,64,114.0,69.57884633923872,114.0,0,1,1,1,0,0,0,1405281892.0,1156364043.0,,1405281892.0,,,1156364043.0
commons-configuration,cfc861c36ef9a6ff59100b35958da86b25b325f7,1151854093.0,1,2,4,1.9873886413371475,117,9,563.0,0,4,32.321168981481485,80,115.0,69.23973569410225,115.0,0,1,0,0,0,0,0,,1176720042.0,,,,,1176720042.0
commons-configuration,66189aa839ac0b1c116ca1fc94d1bad3e3858b7f,1152131391.0,1,2,3,1.5269931800193666,190,0,267.3333333333333,0,4,29.025837191358026,37,116.0,69.84287592889645,116.0,0,1,0,0,0,0,0,,1324759685.0,,,,,1324759685.0
commons-configuration,a17317ca414e6c46dd1d0bea0021c1227dfb6f6e,1152216028.0,1,1,1,0.0,77,31,91.0,1,3,495.2943171296296,3,117.0,70.72001675599523,117.0,0,1,0,0,0,0,0,,1324589576.0,,,,,1324589576.0
commons-configuration,70555bc41ec72e213a8436df9fbd55600dd98339,1152217611.0,1,3,5,2.017443502021909,49,3,664.8,0,4,37.93523842592593,93,118.0,71.7176729987593,118.0,0,1,1,1,0,0,1,1370116519.0,1370116519.0,,1370116519.0,1370116519.0,,1370116519.0
commons-configuration,c5e57c8a2c0027c260c3b6a80ee5ea3a8eaf5608,1152371387.0,1,2,2,0.9698570179131004,104,4,407.5,0,3,105.99403935185184,44,119.0,72.48591905327052,119.0,0,1,0,0,0,0,1,,1165084993.0,,,1165084993.0,,1165084993.0
commons-configuration,b41c9a75f8338df11f276939cd406e4ce452814a,1152387980.0,1,2,6,2.14463527950015,187,12,482.8333333333333,0,4,121.5413348765432,76,120.0,73.46048035137458,120.0,0,1,1,1,0,0,1,1370116519.0,1324589576.0,,1324756981.0,1324756981.0,,1324589576.0
commons-configuration,23a9c2d78d157e2557504332e829b876a4e2e422,1153587758.0,1,1,2,0.989293495777089,1217,213,451.5,0,4,100.5228414351852,37,121.0,72.63302090536047,121.0,1,1,1,1,1,1,1,1154031434.0,1154031434.0,1154031434.0,1154031434.0,1154031434.0,1154031434.0,1154031434.0
commons-configuration,875e129aedfdc46c1c93d6eb45ca87173524416c,1153588009.0,1,1,2,0.5885346292716546,816,10,232.5,0,4,100.52429398148148,31,122.0,73.63264065698861,122.0,0,1,1,1,1,1,1,1154880402.0,1154880402.0,1154880402.0,1154880402.0,1154880402.0,1154880402.0,1154880402.0
commons-configuration,211cb0b5578326b3f2d38460e8188c4ee5e43606,1153859354.0,1,1,1,0.0,11,1,1402.0,0,4,17.029791666666668,36,123.0,74.21548330126723,123.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,c250d4769ddd193d867af92787b042ed135f267b,1153860297.0,1,1,6,1.7913735870221326,16,14,180.16666666666663,0,1,191.0959606481481,6,124.0,75.21401237344418,124.0,0,1,0,0,0,0,0,,1398803715.0,,,,,1398803715.0
commons-configuration,c159418f68fe7f3c5a020f142c0262dc71a978cb,1153943405.0,1,1,6,2.067382177941848,39,17,284.3333333333333,0,4,118.26849344135805,7,125.0,76.08199094793903,125.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,d3baf345a430e702adafe3065851715ee3fa814d,1153943862.0,1,2,5,2.295465679180292,12,1,230.0,0,4,84.5121574074074,11,126.0,77.08125184713626,126.0,0,1,1,1,0,0,1,1177503781.0,1177503781.0,,1177503781.0,1177503781.0,,1177503781.0
commons-configuration,612ee44383b4b473f365d0dd9e4bdfa5d4bac4ee,1153945170.0,1,1,7,2.608037462744837,32,19,745.7142857142857,0,4,50.89585978835979,137,127.0,78.07909504351194,127.0,0,1,1,1,0,0,1,1177503781.0,1177503781.0,,1177503781.0,1177503781.0,,1177503781.0
commons-configuration,fe6a1c262d4024c0c631ca4682333aeae0f9f6fa,1154030553.0,1,3,14,3.688890107897813,90,2,544.3571428571429,1,4,207.5916112764551,156,128.0,78.93588122554404,128.0,0,1,0,0,0,0,0,,1396727174.0,,,,,1396727174.0
commons-configuration,3ac9d8b62e59b8a65d289ce607665f5495d15051,1154031434.0,1,2,3,0.9219280948873624,14,6,767.3333333333334,1,4,1.0052353395061728,83,129.0,79.93437849482659,129.0,0,0,0,0,0,0,0,,,,,,,
commons-configuration,b24b7bed9b19eb774d1866dfec176fe505e01b1b,1154184751.0,1,2,4,1.645984756133387,48,23,208.0,1,4,81.84936921296296,27,130.0,80.66895130954511,130.0,0,1,0,0,0,0,0,,1324672642.0,,,,,1324672642.0
commons-configuration,0da83016cc65932458c5e437d346b1cd9141aaa0,1154880402.0,1,1,1,0.0,1,1,562.0,1,4,14.958252314814814,32,131.0,80.46625409223284,131.0,0,0,0,0,0,0,0,,,,,,,
